listing_id,title,description,property_type,area,lat,lon,bedrooms,size_sqft,furnished,building_age_years,floor,price_aed_month,agent_name,listed_date,status,is_suspicious_truth,dup_group_truth
2571,URGENT SALE Exclusive 2BR Apartment in Dubai Marina | High Floor,"Landlord maintained, no agency fees. Covered parking included.",2BR Apartment,Dubai Marina,25.05862,55.14408,3,1054,0,9,11,3536,Elena Popescu,2026-06-12,active,1,2571
1586,Best Deal! Townhouse in Jumeirah Village Circle,Pet friendly building. Covered parking included. Close to metro station and community mall.,Townhouse,Jumeirah Village Circle,25.06686,55.19152,3,1899,0,22,0,9000,Omar Farouk,2026-03-29,active,0,1586
943,Townhouse with Full Amenities - Dubai Silicon Oasis,Balcony with community view. Available for immediate move-in. Shared pool and gym access.,Townhouse,Dubai Silicon Oasis,25.12143,55.377,3,1839,1,3,0,7250,Daniel Reyes,2026-08-07,active,0,943
873,2BR Apartment with Full Amenities - Discovery Gardens,"Close to metro station and community mall. Landlord maintained, no agency fees. Near international schools.",2BR Apartment,Discovery Gardens,25.03119,55.15499,2,1367,1,4,18,6750,Chen Wei,2026-03-20,active,0,873
2217,"Hot Deal - Villa in Business Bay, Call Now",Pet friendly building. Available for immediate move-in. Recently renovated kitchen and bathrooms. Near international schools.,Villa,Business Bay,25.21224,55.25092,4,3165,0,11,0,21000,Michael Costa,2026-05-25,active,0,88
2424,Brand New Listing: Studio in Palm Jumeirah,"Landlord maintained, no agency fees. Available for immediate move-in.",Studio,Palm Jumeirah,25.12137,55.1458,0,478,0,6,17,6500,Daniel Reyes,2026-06-18,active,0,1326
2091,Villa for Rent in Business Bay - Prime Location,Near international schools. Shared pool and gym access.,Villa,Business Bay,25.21118,55.2833,4,3760,1,14,0,33250,Layla Haddad,2026-01-20,active,0,2091
375,Chiller Free 2BR Apartment in Business Bay,Near international schools. Available for immediate move-in. Close to metro station and community mall.,2BR Apartment,Business Bay,25.16631,55.26279,3,1144,0,16,15,8000,Priya Nair,2026-05-14,active,0,375
1897,Chiller Free Villa in Jumeirah Lake Towers,Balcony with community view. Built-in wardrobes throughout.,Villa,Jumeirah Lake Towers,25.0625,55.12845,4,3232,0,4,0,21750,Hassan Ali,2026-06-18,active,0,1897
1543,Chiller Free 3BR Apartment in Jumeirah Lake Towers,Covered parking included. Close to metro station and community mall. Recently renovated kitchen and bathrooms. Pet friendly building.,3BR Apartment,Jumeirah Lake Towers,25.04747,55.13312,4,1593,1,22,39,13000,Ravi Shankar,2026-04-05,active,0,1543
1535,"Upgraded 3BR Apartment in Discovery Gardens, Motivated Seller","Balcony with community view. Built-in wardrobes throughout. Shared pool and gym access. Landlord maintained, no agency fees.",3BR Apartment,Discovery Gardens,25.0637,55.14871,3,1997,0,21,42,10000,Layla Haddad,2026-06-07,active,0,1535
2412,"Hot Deal - 1BR Apartment in Jumeirah Village Circle, Call Now","Near international schools. Landlord maintained, no agency fees. Available for immediate move-in. Covered parking included.",1BR Apartment,Jumeirah Village Circle,25.04483,55.20869,1,787,0,2,11,5000,Fatima Al-Suwaidi,2026-04-16,active,0,1238
1202,Chiller Free Villa in Al Furjan,"Available for immediate move-in. Landlord maintained, no agency fees.",Villa,Al Furjan,25.00242,55.13104,4,3932,0,20,0,19250,Ravi Shankar,2026-07-01,active,0,1202
674,Best Deal! 1BR Apartment in Arabian Ranches,"Balcony with community view. Covered parking included. Built-in wardrobes throughout. Landlord maintained, no agency fees.",1BR Apartment,Arabian Ranches,25.04319,55.28656,2,854,0,9,28,5750,Layla Haddad,2026-05-31,active,0,674
86,Stunning 1BR Apartment | Business Bay | Vacant Soon,"Landlord maintained, no agency fees. Available for immediate move-in. Shared pool and gym access. Close to metro station and community mall.",1BR Apartment,Business Bay,25.20101,55.24998,1,669,1,15,9,5500,Hassan Ali,2026-02-25,active,0,86
1663,Best Deal! 1BR Apartment in Mirdif,"Pet friendly building. Built-in wardrobes throughout. Near international schools. Landlord maintained, no agency fees.",1BR Apartment,Mirdif,25.20166,55.4062,1,857,0,0,4,4750,Yusuf Karimi,2026-04-24,active,0,1663
1551,Exclusive Studio in Discovery Gardens | High Floor,Near international schools. Available for immediate move-in.,Studio,Discovery Gardens,25.01623,55.15896,0,464,0,16,42,2000,Layla Haddad,2026-04-13,active,0,1551
1805,Studio with Full Amenities - Jumeirah Village Circle,Covered parking included. Near international schools.,Studio,Jumeirah Village Circle,25.07928,55.186,0,439,0,22,31,2250,Chen Wei,2026-05-20,active,0,1805
325,Best Deal! 1BR Apartment in Dubai Sports City,"Available for immediate move-in. Near international schools. Shared pool and gym access. Landlord maintained, no agency fees.",1BR Apartment,Dubai Sports City,25.04912,55.19447,1,882,0,17,29,3500,Hassan Ali,2026-05-08,active,0,325
794,"Upgraded Studio in Arabian Ranches, Motivated Seller","Pet friendly building. Built-in wardrobes throughout. Balcony with community view. Landlord maintained, no agency fees.",Studio,Arabian Ranches,25.06779,55.26415,0,450,0,6,39,3000,Layla Haddad,2026-02-01,active,0,794
1405,Best Deal! Villa in Al Furjan,"Shared pool and gym access. Balcony with community view. Landlord maintained, no agency fees.",Villa,Al Furjan,25.01319,55.13876,5,5094,1,18,0,28500,Fatima Al-Suwaidi,2026-05-12,active,0,1405
274,Stunning 3BR Apartment | Dubai Marina | Vacant Soon,Available for immediate move-in. Balcony with community view.,3BR Apartment,Dubai Marina,25.07797,55.15627,4,1848,0,17,32,14500,Hassan Ali,2026-03-12,active,0,274
2514,"Hot Deal - Townhouse in Business Bay, Call Now",Balcony with community view. Recently renovated kitchen and bathrooms.,Townhouse,Business Bay,25.19001,55.23891,3,2370,1,7,0,18500,Anjali Menon,2026-03-23,active,0,1623
477,Exclusive 2BR Apartment in Dubai Marina | High Floor,Recently renovated kitchen and bathrooms. Built-in wardrobes throughout. Available for immediate move-in. Near international schools.,2BR Apartment,Dubai Marina,25.08684,55.14653,3,1370,1,21,5,10250,Layla Haddad,2026-02-12,active,0,477
1555,"Upgraded 3BR Apartment in Mirdif, Motivated Seller",Covered parking included. Available for immediate move-in. Balcony with community view. Built-in wardrobes throughout.,3BR Apartment,Mirdif,25.22028,55.4115,3,1481,0,19,1,6000,Fatima Al-Suwaidi,2026-07-06,active,0,1555
1768,Exclusive 1BR Apartment in Business Bay | High Floor,Covered parking included. Recently renovated kitchen and bathrooms. Pet friendly building. Available for immediate move-in.,1BR Apartment,Business Bay,25.17388,55.25965,2,709,0,3,37,6500,Daniel Reyes,2026-02-19,active,0,1768
118,Chiller Free Townhouse in Downtown Dubai,Pet friendly building. Balcony with community view.,Townhouse,Downtown Dubai,25.19786,55.27224,3,2349,1,10,0,29500,Omar Farouk,2026-05-06,active,0,118
2562,"Hot Deal - 1BR Apartment in Jumeirah Village Circle, Call Now",Recently renovated kitchen and bathrooms. Close to metro station and community mall.,1BR Apartment,Jumeirah Village Circle,25.06858,55.19989,2,721,1,13,18,4500,Elena Popescu,2026-02-18,active,0,2089
2368,Must See! 1BR Apartment Available in Jumeirah Village Circle,Built-in wardrobes throughout. Pet friendly building. Balcony with community view. Near international schools.,1BR Apartment,Jumeirah Village Circle,25.04334,55.21911,1,836,0,15,12,4500,Yusuf Karimi,2026-08-01,active,0,2018
209,Villa for Rent in Downtown Dubai - Prime Location,"Recently renovated kitchen and bathrooms. Landlord maintained, no agency fees. Near international schools. Built-in wardrobes throughout.",Villa,Downtown Dubai,25.18376,55.29883,5,4768,1,0,0,46000,Priya Nair,2026-05-07,active,0,209
475,Spacious Villa in Palm Jumeirah | Ready to Move,Available for immediate move-in. Covered parking included. Pet friendly building. Built-in wardrobes throughout.,Villa,Palm Jumeirah,25.08979,55.14574,6,4400,1,21,0,62250,Chen Wei,2026-02-25,active,0,475
1163,Stunning Studio | Jumeirah Village Circle | Vacant Soon,"Landlord maintained, no agency fees. Shared pool and gym access. Available for immediate move-in. Covered parking included.",Studio,Jumeirah Village Circle,25.03273,55.23001,0,477,1,12,40,2250,Layla Haddad,2026-04-27,active,0,1163
2144,1BR Apartment with Full Amenities - Al Furjan,Recently renovated kitchen and bathrooms. Built-in wardrobes throughout. Pet friendly building.,1BR Apartment,Al Furjan,25.03683,55.12435,1,811,1,15,33,4750,Omar Farouk,2026-08-06,active,0,2144
861,"Upgraded Studio in Business Bay, Motivated Seller","Built-in wardrobes throughout. Landlord maintained, no agency fees. Close to metro station and community mall. Pet friendly building.",Studio,Business Bay,25.18634,55.27932,0,415,1,19,32,3750,Daniel Reyes,2026-06-11,active,0,861
1962,Exclusive 1BR Apartment in Palm Jumeirah | High Floor,"Close to metro station and community mall. Pet friendly building. Landlord maintained, no agency fees. Balcony with community view.",1BR Apartment,Palm Jumeirah,25.09643,55.15782,2,911,0,12,42,10750,Noor Abdullah,2026-05-21,active,0,1962
1289,1BR Apartment for Rent in Dubai Marina - Prime Location,Covered parking included. Available for immediate move-in. Pet friendly building. Recently renovated kitchen and bathrooms.,1BR Apartment,Dubai Marina,25.066,55.11732,2,864,1,18,12,9000,Chen Wei,2026-06-02,active,0,1289
1382,Stunning Studio | Mirdif | Vacant Soon,"Landlord maintained, no agency fees. Close to metro station and community mall. Recently renovated kitchen and bathrooms.",Studio,Mirdif,25.21187,55.43202,0,485,0,17,15,2000,Omar Farouk,2026-04-10,active,0,1382
243,"Upgraded 1BR Apartment in Dubai Silicon Oasis, Motivated Seller","Landlord maintained, no agency fees. Recently renovated kitchen and bathrooms. Covered parking included.",1BR Apartment,Dubai Silicon Oasis,25.11731,55.36391,1,762,0,19,10,3000,Priya Nair,2026-03-09,active,0,243
1616,Best Deal! Villa in Jumeirah Lake Towers,Available for immediate move-in. Covered parking included. Shared pool and gym access. Near international schools.,Villa,Jumeirah Lake Towers,25.07966,55.11792,4,5023,0,6,0,32500,Priya Nair,2026-05-07,active,0,1616
1397,Spacious 1BR Apartment in Palm Jumeirah | Ready to Move,Recently renovated kitchen and bathrooms. Close to metro station and community mall. Near international schools.,1BR Apartment,Palm Jumeirah,25.11002,55.15413,1,795,1,8,31,10500,Layla Haddad,2026-03-18,active,0,1397
2308,Must See! 2BR Apartment Available in Dubai Marina,Built-in wardrobes throughout. Near international schools. Balcony with community view. Shared pool and gym access.,2BR Apartment,Dubai Marina,25.08754,55.11793,2,1396,1,15,27,12000,Elena Popescu,2026-01-24,active,0,1530
2030,Best Deal! 3BR Apartment in Al Furjan,"Covered parking included. Landlord maintained, no agency fees. Close to metro station and community mall. Pet friendly building.",3BR Apartment,Al Furjan,25.00382,55.1293,4,1607,0,7,11,8750,Chen Wei,2026-05-20,active,0,2030
45,2BR Apartment with Full Amenities - Discovery Gardens,Close to metro station and community mall. Balcony with community view. Pet friendly building. Near international schools.,2BR Apartment,Discovery Gardens,25.04738,55.1652,2,1259,1,2,15,8250,Hassan Ali,2026-06-22,active,0,45
292,Spacious 2BR Apartment in Dubai Marina | Ready to Move,Near international schools. Covered parking included. Balcony with community view. Pet friendly building.,2BR Apartment,Dubai Marina,25.10036,55.14815,2,1300,1,20,20,10750,Anjali Menon,2026-08-13,active,0,292
2450,Brand New Listing: 3BR Apartment in Al Furjan,Shared pool and gym access. Pet friendly building. Covered parking included.,3BR Apartment,Al Furjan,25.02933,55.13034,4,1984,1,0,36,12500,Yusuf Karimi,2026-07-17,active,0,399
870,Chiller Free 1BR Apartment in Downtown Dubai,"Pet friendly building. Shared pool and gym access. Built-in wardrobes throughout. Landlord maintained, no agency fees.",1BR Apartment,Downtown Dubai,25.19064,55.2944,1,747,0,15,38,9000,Elena Popescu,2026-06-18,active,0,870
1549,"Upgraded Villa in Dubai Sports City, Motivated Seller","Balcony with community view. Landlord maintained, no agency fees. Pet friendly building.",Villa,Dubai Sports City,25.02276,55.20286,4,3153,0,0,0,13500,Noor Abdullah,2026-06-12,active,0,1549
2136,Stunning Villa | Business Bay | Vacant Soon,"Near international schools. Available for immediate move-in. Landlord maintained, no agency fees. Pet friendly building.",Villa,Business Bay,25.20113,55.24759,6,4384,1,18,0,34750,Layla Haddad,2026-07-28,active,0,2136
1235,Spacious 2BR Apartment in Jumeirah Lake Towers | Ready to Move,Covered parking included. Built-in wardrobes throughout.,2BR Apartment,Jumeirah Lake Towers,25.04766,55.1251,3,1227,0,1,38,8500,Priya Nair,2026-02-22,active,0,1235
1945,Villa for Rent in Dubai Silicon Oasis - Prime Location,Available for immediate move-in. Shared pool and gym access. Recently renovated kitchen and bathrooms. Pet friendly building.,Villa,Dubai Silicon Oasis,25.14637,55.39543,6,4741,1,6,0,20000,Omar Farouk,2026-01-01,active,0,1945
1309,"Upgraded 1BR Apartment in Arabian Ranches, Motivated Seller",Recently renovated kitchen and bathrooms. Built-in wardrobes throughout.,1BR Apartment,Arabian Ranches,25.06092,55.29478,2,741,1,2,14,4750,Chen Wei,2026-03-09,active,0,1309
1495,Townhouse for Rent in Discovery Gardens - Prime Location,Near international schools. Close to metro station and community mall.,Townhouse,Discovery Gardens,25.03366,55.16623,3,1916,0,5,0,9250,Fatima Al-Suwaidi,2026-02-27,active,0,1495
1493,Spacious Townhouse in Jumeirah Lake Towers | Ready to Move,"Shared pool and gym access. Built-in wardrobes throughout. Landlord maintained, no agency fees.",Townhouse,Jumeirah Lake Towers,25.07123,55.14567,4,2032,1,12,0,18750,Yusuf Karimi,2026-03-09,active,0,1493
1837,Exclusive 2BR Apartment in Dubai Sports City | High Floor,Built-in wardrobes throughout. Covered parking included.,2BR Apartment,Dubai Sports City,25.05402,55.22416,3,990,1,21,40,4750,Elena Popescu,2026-04-24,active,0,1837
2629,URGENT SALE Studio for Rent in Jumeirah Lake Towers - Prime Location,"Available for immediate move-in. Landlord maintained, no agency fees. Built-in wardrobes throughout.",Studio,Jumeirah Lake Towers,25.07392,55.13763,0,451,0,10,23,1486,Omar Farouk,2026-02-19,active,1,2629
1653,3BR Apartment with Full Amenities - Dubai Silicon Oasis,Available for immediate move-in. Shared pool and gym access. Covered parking included. Built-in wardrobes throughout.,3BR Apartment,Dubai Silicon Oasis,25.10192,55.40072,3,2026,1,17,19,7750,Priya Nair,2026-05-23,active,0,1653
271,Spacious Villa in Business Bay | Ready to Move,"Covered parking included. Recently renovated kitchen and bathrooms. Landlord maintained, no agency fees. Built-in wardrobes throughout.",Villa,Business Bay,25.18391,55.23885,5,2972,0,17,0,22000,Daniel Reyes,2026-02-20,active,0,271
2447,Must See! Townhouse Available in Jumeirah Village Circle,Recently renovated kitchen and bathrooms. Close to metro station and community mall. Pet friendly building.,Townhouse,Jumeirah Village Circle,25.0723,55.20552,4,2218,1,11,0,11000,Noor Abdullah,2026-04-17,active,0,433
1471,Spacious 3BR Apartment in Business Bay | Ready to Move,Built-in wardrobes throughout. Pet friendly building. Covered parking included. Near international schools.,3BR Apartment,Business Bay,25.17182,55.27385,4,1766,1,14,17,12500,Omar Farouk,2026-03-30,active,0,1471
744,Exclusive 3BR Apartment in Dubai Silicon Oasis | High Floor,"Near international schools. Built-in wardrobes throughout. Landlord maintained, no agency fees. Covered parking included.",3BR Apartment,Dubai Silicon Oasis,25.11691,55.4023,3,1969,0,18,13,7000,Elena Popescu,2026-08-16,active,0,744
1192,Villa with Full Amenities - Business Bay,Balcony with community view. Shared pool and gym access.,Villa,Business Bay,25.16924,55.26464,6,5008,0,22,0,34000,Yusuf Karimi,2026-05-12,active,0,1192
1504,Villa with Full Amenities - Jumeirah Village Circle,Near international schools. Recently renovated kitchen and bathrooms. Covered parking included.,Villa,Jumeirah Village Circle,25.06867,55.21204,5,3546,0,12,0,20000,Ravi Shankar,2026-03-01,active,0,1504
